INFO [2024-10-10 16:11:26] [MAIN] - Initializing output folder...
INFO [2024-10-10 16:11:36] [MAIN] - Creating WorldT20B5 UnifVoLL_hurdles v2 study...

INFO [2024-10-10 16:11:38] [MAIN] - Unit commitment mode : ACCURATE
INFO [2024-10-10 16:11:39] [MAIN] - Adding nodes...

INFO [2024-10-10 16:11:42] [NODES] - Adding af-ago node...
INFO [2024-10-10 16:11:42] [NODES] - Adding af-bdi node...
INFO [2024-10-10 16:11:42] [NODES] - Adding af-ben node...
INFO [2024-10-10 16:11:42] [NODES] - Adding af-bfa node...
INFO [2024-10-10 16:11:44] [NODES] - Adding af-bwa node...
INFO [2024-10-10 16:11:45] [NODES] - Adding af-caf node...
INFO [2024-10-10 16:11:46] [NODES] - Adding af-civ node...
INFO [2024-10-10 16:11:47] [NODES] - Adding af-cmr node...
INFO [2024-10-10 16:11:47] [NODES] - Adding af-cod node...
INFO [2024-10-10 16:11:47] [NODES] - Adding af-cog node...
INFO [2024-10-10 16:11:48] [NODES] - Adding af-cpv node...
INFO [2024-10-10 16:11:48] [NODES] - Adding af-dji node...
INFO [2024-10-10 16:11:49] [NODES] - Adding af-dza node...
INFO [2024-10-10 16:11:51] [NODES] - Adding af-egy node...
INFO [2024-10-10 16:11:51] [NODES] - Adding af-eri node...
INFO [2024-10-10 16:11:52] [NODES] - Adding af-esh node...
INFO [2024-10-10 16:11:52] [NODES] - Adding af-eth node...
INFO [2024-10-10 16:11:53] [NODES] - Adding af-gab node...
INFO [2024-10-10 16:11:54] [NODES] - Adding af-gha node...
INFO [2024-10-10 16:11:54] [NODES] - Adding af-gin node...
INFO [2024-10-10 16:11:55] [NODES] - Adding af-gmb node...
INFO [2024-10-10 16:11:55] [NODES] - Adding af-gnb node...
INFO [2024-10-10 16:11:56] [NODES] - Adding af-gnq node...
INFO [2024-10-10 16:11:56] [NODES] - Adding af-ken node...
INFO [2024-10-10 16:11:57] [NODES] - Adding af-lbr node...
INFO [2024-10-10 16:11:57] [NODES] - Adding af-lby node...
INFO [2024-10-10 16:11:58] [NODES] - Adding af-lso node...
INFO [2024-10-10 16:11:59] [NODES] - Adding af-mar node...
INFO [2024-10-10 16:11:59] [NODES] - Adding af-mdg node...
INFO [2024-10-10 16:12:00] [NODES] - Adding af-mli node...
INFO [2024-10-10 16:12:01] [NODES] - Adding af-moz node...
INFO [2024-10-10 16:12:02] [NODES] - Adding af-mrt node...
INFO [2024-10-10 16:12:03] [NODES] - Adding af-mus node...
INFO [2024-10-10 16:12:03] [NODES] - Adding af-mwi node...
INFO [2024-10-10 16:12:04] [NODES] - Adding af-nam node...
INFO [2024-10-10 16:12:05] [NODES] - Adding af-ner node...
INFO [2024-10-10 16:12:05] [NODES] - Adding af-nga node...
INFO [2024-10-10 16:12:06] [NODES] - Adding af-rwa node...
INFO [2024-10-10 16:12:07] [NODES] - Adding af-sdn node...
INFO [2024-10-10 16:12:07] [NODES] - Adding af-sen node...
INFO [2024-10-10 16:12:08] [NODES] - Adding af-sle node...
INFO [2024-10-10 16:12:09] [NODES] - Adding af-swz node...
INFO [2024-10-10 16:12:09] [NODES] - Adding af-tgo node...
INFO [2024-10-10 16:12:10] [NODES] - Adding af-tun node...
INFO [2024-10-10 16:12:11] [NODES] - Adding af-tza node...
INFO [2024-10-10 16:12:11] [NODES] - Adding af-uga node...
INFO [2024-10-10 16:12:12] [NODES] - Adding af-zaf node...
INFO [2024-10-10 16:12:13] [NODES] - Adding af-zmb node...
INFO [2024-10-10 16:12:13] [NODES] - Adding af-zwe node...
INFO [2024-10-10 16:12:14] [NODES] - Adding as-afg node...
INFO [2024-10-10 16:12:14] [NODES] - Adding as-are node...
INFO [2024-10-10 16:12:15] [NODES] - Adding as-bgd node...
INFO [2024-10-10 16:12:15] [NODES] - Adding as-bhr node...
INFO [2024-10-10 16:12:17] [NODES] - Adding as-brn node...
INFO [2024-10-10 16:12:18] [NODES] - Adding as-btn node...
INFO [2024-10-10 16:12:18] [NODES] - Adding as-chn-an node...
INFO [2024-10-10 16:12:19] [NODES] - Adding as-chn-be node...
INFO [2024-10-10 16:12:19] [NODES] - Adding as-chn-ch node...
INFO [2024-10-10 16:12:20] [NODES] - Adding as-chn-em node...
INFO [2024-10-10 16:12:21] [NODES] - Adding as-chn-fu node...
INFO [2024-10-10 16:12:22] [NODES] - Adding as-chn-ga node...
INFO [2024-10-10 16:12:23] [NODES] - Adding as-chn-gd node...
INFO [2024-10-10 16:12:23] [NODES] - Adding as-chn-gu node...
INFO [2024-10-10 16:12:24] [NODES] - Adding as-chn-gx node...
INFO [2024-10-10 16:12:25] [NODES] - Adding as-chn-ha node...
INFO [2024-10-10 16:12:26] [NODES] - Adding as-chn-hb node...
