INFO [2024-09-03 13:56:21] [MAIN] - Creating Deane_Outage__2024_09_03_13_56_20 study...

INFO [2024-09-03 13:56:21] [MAIN] - Unit commitment mode : ACCURATE
INFO [2024-09-03 13:56:21] [MAIN] - Adding nodes...

INFO [2024-09-03 13:56:23] [NODES] - Adding EU-CHE node...
INFO [2024-09-03 13:56:24] [NODES] - Adding EU-DEU node...
INFO [2024-09-03 13:56:24] [NODES] - Adding EU-FRA node...
INFO [2024-09-03 13:56:24] [MAIN] - Done adding nodes! (run time : 3.27s).

INFO [2024-09-03 13:56:24] [MAIN] - Adding districts...

INFO [2024-09-03 13:56:25] [DISTRICTS] - Creating global district...
INFO [2024-09-03 13:56:25] [DISTRICTS] - Done creating global district!
INFO [2024-09-03 13:56:25] [DISTRICTS] - Creating europe continental district...
INFO [2024-09-03 13:56:25] [DISTRICTS] - Done creating europe continental district!
INFO [2024-09-03 13:56:26] [MAIN] - Done adding districts! (run time : 1.21s).

INFO [2024-09-03 13:56:26] [MAIN] - Adding load data...

INFO [2024-09-03 13:56:27] [LOAD] - Adding EU-CHE load data...
INFO [2024-09-03 13:56:27] [LOAD] - Adding EU-DEU load data...
INFO [2024-09-03 13:56:27] [LOAD] - Adding EU-FRA load data...
INFO [2024-09-03 13:56:27] [MAIN] - Done adding load data! (run time : 1.87s).

INFO [2024-09-03 13:56:28] [MAIN] - Fetching wind data...

INFO [2024-09-03 13:56:28] [WIND] - Adding EU-CHE aggregated wind data...
INFO [2024-09-03 13:56:28] [WIND] - Adding EU-DEU aggregated wind data...
INFO [2024-09-03 13:56:28] [WIND] - Adding EU-FRA aggregated wind data...
INFO [2024-09-03 13:56:28] [MAIN] - Done adding wind data! (run time : 0.7s).

INFO [2024-09-03 13:56:28] [MAIN] - Fetching solar data...

INFO [2024-09-03 13:56:29] [SOLAR] - Adding EU-CHE aggregated solar data...
INFO [2024-09-03 13:56:29] [SOLAR] - Adding EU-DEU aggregated solar data...
INFO [2024-09-03 13:56:29] [SOLAR] - Adding EU-FRA aggregated solar data...
INFO [2024-09-03 13:56:29] [MAIN] - Done adding solar data! (run time : 0.42s).

INFO [2024-09-03 13:56:29] [MAIN] - Beginning hydro implementation...
INFO [2024-09-03 13:56:31] [HYDRO] - Initializing EU-CHE hydro parameters...
INFO [2024-09-03 13:56:32] [HYDRO] - Adding EU-CHE max power timeseries...
INFO [2024-09-03 13:56:32] [HYDRO] - Adding EU-CHE hydro profiles...
INFO [2024-09-03 13:56:34] [HYDRO] - Initializing EU-DEU hydro parameters...
INFO [2024-09-03 13:56:34] [HYDRO] - Adding EU-DEU max power timeseries...
INFO [2024-09-03 13:56:35] [HYDRO] - Adding EU-DEU hydro profiles...
INFO [2024-09-03 13:56:36] [HYDRO] - Initializing EU-FRA hydro parameters...
INFO [2024-09-03 13:56:37] [HYDRO] - Adding EU-FRA max power timeseries...
INFO [2024-09-03 13:56:38] [HYDRO] - Adding EU-FRA hydro profiles...
INFO [2024-09-03 13:56:38] [MAIN] - Done adding hydro!
INFO [2024-09-03 13:56:38] [MAIN] - Fetching thermal data...
INFO [2024-09-03 13:56:43] [MAIN] - Aggregating identical generators...
INFO [2024-09-03 13:56:43] [MAIN] - Running 15-clustering algorithm on generators...
INFO [2024-09-03 13:56:58] [THERMAL] - Adding DEU_COA_BUERPOWERSTAT11001_COTTBUSCHPPOW11019_COLOGNEMERKENI generator to EU-DEU node...
INFO [2024-09-03 13:56:58] [THERMAL] - Adding DEU_COA_GKRAFTWERK11121_KRAFTWERKN23011406_WACHTBERGPOWER117 generator to EU-DEU node...
INFO [2024-09-03 13:56:59] [THERMAL] - Adding DEU_COA_HEIZKRAFTWERK311260_KWWEST11350_HAFENPOWERSTA11244_W generator to EU-DEU node...
INFO [2024-09-03 13:56:59] [THERMAL] - Adding DEU_COA_HEIZKRAFTWERKD11281_PLWERKJLIC11558_KRAFTWERKL571140 generator to EU-DEU node...
INFO [2024-09-03 13:56:59] [THERMAL] - Adding DEU_COA_KRAFTWERKWERDO11414_STUTTGARTMUENS11720_KIELPOWERSTA generator to EU-DEU node...
INFO [2024-09-03 13:57:00] [THERMAL] - Adding DEU_WAS_MHKWFRANKFURT11454_STORAENSOMAXA11716 generator to EU-DEU node...
INFO [2024-09-03 13:57:00] [THERMAL] - Adding DEU_BIO_WERKSKRAFTWERK11805_ABFALLENTSORGUN10878 generator to EU-DEU node...
INFO [2024-09-03 13:57:00] [THERMAL] - Adding DEU_BIO_BIOMASSGENERAT10953_FHKWLUDWIGSHAF11103_KRAFTWERKSCH generator to EU-DEU node...
INFO [2024-09-03 13:57:00] [THERMAL] - Adding DEU_BIO_BIOMASSGENERAT10955_MHKW11451_HKWMANNHEIM11216_RMVAK generator to EU-DEU node...
INFO [2024-09-03 13:57:01] [THERMAL] - Adding DEU_WAS_SITAABFALLVERW11649_MVAINGOLSTADT11462 generator to EU-DEU node...
INFO [2024-09-03 13:57:01] [THERMAL] - Adding DEU_BIO_BIOMASSGENERAT10961_DT11026_MLLKRAFTWERK11494 generator to EU-DEU node...
INFO [2024-09-03 13:57:01] [THERMAL] - Adding DEU_WAS_BIOMASSGENERAT10951_MHKWWKW11452_BIOMASSEHEIZKR10970 generator to EU-DEU node...
INFO [2024-09-03 13:57:02] [THERMAL] - Adding DEU_BIO_BIOMASSGENERAT10957_KWKNEUMARKT11355_UTB11756_AVAVEL generator to EU-DEU node...
INFO [2024-09-03 13:57:02] [THERMAL] - Adding DEU_BIO_BIOMASSGENERAT10965_BIOMASSGENERAT10967_BKF10913_HEI generator to EU-DEU node...
INFO [2024-09-03 13:57:02] [THERMAL] - Adding DEU_WAS_EBKWKNAPSACK11055_KWHAFEN11344_MKVAKREFELD11458_TREA generator to EU-DEU node...
INFO [2024-09-03 13:57:03] [THERMAL] - Adding DEU_BIO_BIOMASSGENERAT10969_ENERGIEANLAGE311089_HAMBURGERRIE generator to EU-DEU node...
INFO [2024-09-03 13:57:03] [THERMAL] - Adding DEU_WAS_EEWENERGYFROM11059_EEWGRORSCH11060_TURBOSATZ111747_G generator to EU-DEU node...
INFO [2024-09-03 13:57:03] [THERMAL] - Adding DEU_BIO_ZELLSTOFFSTEND11847_ZOLLINGPOWERS11851_CAPACITYSCALE generator to EU-DEU node...
INFO [2024-09-03 13:57:03] [THERMAL] - Adding DEU_BIO_BLOCKHEIZKRAFTW10981_ZWSF11844 generator to EU-DEU node...
INFO [2024-09-03 13:57:04] [THERMAL] - Adding DEU_WAS_MHKWROTHENSEE11457_SCAMANNHEIM11648_GMVANIEDERRHEI11 generator to EU-DEU node...
INFO [2024-09-03 13:57:04] [THERMAL] - Adding DEU_NUC_GROHNDE11162 generator to EU-DEU node...
INFO [2024-09-03 13:57:04] [THERMAL] - Adding DEU_NUC_NECKARWESTHEIM11499 generator to EU-DEU node...
INFO [2024-09-03 13:57:04] [THERMAL] - Adding DEU_NUC_EMSLAND11062 generator to EU-DEU node...
INFO [2024-09-03 13:57:05] [THERMAL] - Adding DEU_NUC_PHILIPPSBURG211562 generator to EU-DEU node...
INFO [2024-09-03 13:57:05] [THERMAL] - Adding DEU_NUC_BROKDORF10922 generator to EU-DEU node...
INFO [2024-09-03 13:57:05] [THERMAL] - Adding DEU_NUC_ISAR211322 generator to EU-DEU node...
INFO [2024-09-03 13:57:06] [THERMAL] - Adding DEU_NUC_KERNKRAFTGUNDR11370 generator to EU-DEU node...
INFO [2024-09-03 13:57:06] [THERMAL] - Adding DEU_OIL_RAFFINERIEKRAFT11602 generator to EU-DEU node...
INFO [2024-09-03 13:57:06] [THERMAL] - Adding DEU_OIL_CAPACITYSCALER generator to EU-DEU node...
INFO [2024-09-03 13:57:07] [THERMAL] - Adding DEU_OIL_WILMERSDORF11818 generator to EU-DEU node...
INFO [2024-09-03 13:57:07] [THERMAL] - Adding DEU_OIL_IKSPCKSCHWEDT11316_KWMITTELSBRE11346 generator to EU-DEU node...
INFO [2024-09-03 13:57:07] [THERMAL] - Adding DEU_OIL_MOABITOIL11482 generator to EU-DEU node...
INFO [2024-09-03 13:57:08] [THERMAL] - Adding DEU_OIL_SPITZENLASTKRAF11704 generator to EU-DEU node...
INFO [2024-09-03 13:57:08] [THERMAL] - Adding DEU_OIL_WILHELMSHAVEN11816_SPITZENLASTANLA11702 generator to EU-DEU node...
INFO [2024-09-03 13:57:08] [THERMAL] - Adding DEU_OIL_AUDORF10902_ITZEHOE11337_KRAFTWERKHAUSH11399_RAFFINE generator to EU-DEU node...
INFO [2024-09-03 13:57:09] [THERMAL] - Adding DEU_OIL_WEDEL11792 generator to EU-DEU node...
INFO [2024-09-03 13:57:09] [THERMAL] - Adding DEU_OIL_KRAFTWERK11392_MIRO11477 generator to EU-DEU node...
INFO [2024-09-03 13:57:09] [THERMAL] - Adding DEU_OIL_EEV11058 generator to EU-DEU node...
INFO [2024-09-03 13:57:10] [THERMAL] - Adding DEU_OIL_SKWNATURALGAS11651_KRAFTWERKFULDA11397 generator to EU-DEU node...
INFO [2024-09-03 13:57:10] [THERMAL] - Adding DEU_OIL_DKWLEINAU11024_DKWNORD11025_SKWDIESEL11650 generator to EU-DEU node...
INFO [2024-09-03 13:57:11] [THERMAL] - Adding DEU_OIL_SPITZENLASTKRAF11703_KRAFTWERKWALHE11413 generator to EU-DEU node...
INFO [2024-09-03 13:57:11] [THERMAL] - Adding DEU_OIL_BRUNSBTTEL11000 generator to EU-DEU node...
INFO [2024-09-03 13:57:11] [THERMAL] - Adding DEU_GEO_CAPACITYSCALER generator to EU-DEU node...
INFO [2024-09-03 13:57:12] [THERMAL] - Adding DEU_WAV_CAPACITYSCALER generator to EU-DEU node...
INFO [2024-09-03 13:57:12] [THERMAL] - Adding DEU_OTH_ILKEKT11319 generator to EU-DEU node...
INFO [2024-09-03 13:57:12] [THERMAL] - Adding DEU_OTH_BIOMASSGENERAT10952 generator to EU-DEU node...
INFO [2024-09-03 13:57:12] [THERMAL] - Adding DEU_OTH_HKWWEST11236 generator to EU-DEU node...
INFO [2024-09-03 13:57:13] [THERMAL] - Adding DEU_OTH_DKKRAFTWERK11023 generator to EU-DEU node...
INFO [2024-09-03 13:57:13] [THERMAL] - Adding DEU_OTH_EBSHEIZKRAFTWE11057 generator to EU-DEU node...
INFO [2024-09-03 13:57:13] [THERMAL] - Adding DEU_OTH_OXEAGMBH11555 generator to EU-DEU node...
INFO [2024-09-03 13:57:14] [THERMAL] - Adding DEU_OTH_KRAFTWERKNORD11407 generator to EU-DEU node...
INFO [2024-09-03 13:57:14] [THERMAL] - Adding DEU_OTH_GICHTNATURALGA11145 generator to EU-DEU node...
INFO [2024-09-03 13:57:14] [THERMAL] - Adding DEU_OTH_O1011535 generator to EU-DEU node...
INFO [2024-09-03 13:57:15] [THERMAL] - Adding DEU_OTH_IKW11317 generator to EU-DEU node...
INFO [2024-09-03 13:57:15] [THERMAL] - Adding DEU_OTH_KRAFTWERKSALZG11409 generator to EU-DEU node...
INFO [2024-09-03 13:57:15] [THERMAL] - Adding FRA_GAS_GENNEVILLIERS19464 generator to EU-FRA node...
INFO [2024-09-03 13:57:15] [THERMAL] - Adding FRA_GAS_PONTSURSAMBRE10198 generator to EU-FRA node...
INFO [2024-09-03 13:57:15] [THERMAL] - Adding FRA_GAS_CROIXDEMETZ9304 generator to EU-FRA node...
INFO [2024-09-03 13:57:16] [THERMAL] - Adding FRA_GAS_COMBIGOLFE9114 generator to EU-FRA node...
INFO [2024-09-03 13:57:16] [THERMAL] - Adding FRA_GAS_BLENOD58946 generator to EU-FRA node...
INFO [2024-09-03 13:57:16] [THERMAL] - Adding FRA_GAS_EMILEHUCHET9363 generator to EU-FRA node...
INFO [2024-09-03 13:57:16] [THERMAL] - Adding FRA_GAS_BOUCHAIN78948 generator to EU-FRA node...
INFO [2024-09-03 13:57:16] [THERMAL] - Adding FRA_GAS_MARTIGUESPONTE9866 generator to EU-FRA node...
INFO [2024-09-03 13:57:16] [THERMAL] - Adding FRA_GAS_CAPACITYSCALER generator to EU-FRA node...
INFO [2024-09-03 13:57:17] [THERMAL] - Adding FRA_GAS_DK69328 generator to EU-FRA node...
INFO [2024-09-03 13:57:17] [THERMAL] - Adding FRA_COA_LUCY39603 generator to EU-FRA node...
INFO [2024-09-03 13:57:17] [THERMAL] - Adding FRA_COA_CAPACITYSCALER generator to EU-FRA node...
INFO [2024-09-03 13:57:17] [THERMAL] - Adding FRA_COA_EMILEHUCHET9364 generator to EU-FRA node...
INFO [2024-09-03 13:57:17] [THERMAL] - Adding FRA_COA_CORDEMAIS49116_HAVRE49538 generator to EU-FRA node...
INFO [2024-09-03 13:57:18] [THERMAL] - Adding FRA_COA_PROVENCE510115 generator to EU-FRA node...
INFO [2024-09-03 13:57:18] [THERMAL] - Adding FRA_BIO_NICE10055_SAINTOUEN10475 generator to EU-FRA node...
INFO [2024-09-03 13:57:18] [THERMAL] - Adding FRA_BIO_ARQUES8899_BOUROGNE9059_CHANG9200_DIJON9341_GUICHAIN generator to EU-FRA node...
INFO [2024-09-03 13:57:18] [THERMAL] - Adding FRA_BIO_DUNKERQUE9360_FORTDEFRANCE9428_MONTECH9977_NOYELLESS generator to EU-FRA node...
INFO [2024-09-03 13:57:19] [THERMAL] - Adding FRA_BIO_BAILLEULSURTH8957_BARSURAUBE8965_BENET8996_BNAC9102_ generator to EU-FRA node...
INFO [2024-09-03 13:57:19] [THERMAL] - Adding FRA_BIO_FOSSURMER9434_ISSYLESMOULIN9578 generator to EU-FRA node...
INFO [2024-09-03 13:57:19] [THERMAL] - Adding FRA_BIO_AIXENPROVENCE8840_ARPAJONSURC8897_BAYONNE8976_CENON9 generator to EU-FRA node...
INFO [2024-09-03 13:57:19] [THERMAL] - Adding FRA_BIO_CAPACITYSCALER generator to EU-FRA node...
INFO [2024-09-03 13:57:19] [THERMAL] - Adding FRA_BIO_AMIENS8869_BLARINGHEM9020_CONCARNEAU9263_CRPYENVALOI generator to EU-FRA node...
INFO [2024-09-03 13:57:20] [THERMAL] - Adding FRA_BIO_ANTIBES8878_MDAMILL9926_NMES10077_MORCENX9998_ORLANS generator to EU-FRA node...
INFO [2024-09-03 13:57:20] [THERMAL] - Adding FRA_BIO_LEPLESSISGASS9757_SAINTJEANDEF10422_CLERMONTFERRAN92 generator to EU-FRA node...
INFO [2024-09-03 13:57:20] [THERMAL] - Adding FRA_BIO_BOURGOINJALLIE9058_SALAISESURSAN10550 generator to EU-FRA node...
INFO [2024-09-03 13:57:20] [THERMAL] - Adding FRA_BIO_VERTLEGRAND10758_CALCE9127 generator to EU-FRA node...
INFO [2024-09-03 13:57:20] [THERMAL] - Adding FRA_BIO_ALLEMANT8850_AMANVILLERS8862_AUCH8917_BIMONT9017_BOR generator to EU-FRA node...
INFO [2024-09-03 13:57:21] [THERMAL] - Adding FRA_BIO_LEMANS9746_VAUXLEPNIL10743_VILLERSSAINTP10788 generator to EU-FRA node...
INFO [2024-09-03 13:57:21] [THERMAL] - Adding FRA_BIO_COURON9296_DOUCHYLESMINE9352_LATRONCHE9660_LESCAR979 generator to EU-FRA node...
INFO [2024-09-03 13:57:21] [THERMAL] - Adding FRA_NUC_STLAURENT10330 generator to EU-FRA node...
INFO [2024-09-03 13:57:21] [THERMAL] - Adding FRA_NUC_CHINON9109 generator to EU-FRA node...
INFO [2024-09-03 13:57:22] [THERMAL] - Adding FRA_NUC_BLAYAIS8945 generator to EU-FRA node...
INFO [2024-09-03 13:57:22] [THERMAL] - Adding FRA_NUC_CRUAS9118_TRICASTIN110646 generator to EU-FRA node...
INFO [2024-09-03 13:57:22] [THERMAL] - Adding FRA_NUC_BELLEVILLE8944_GOLFECH9466_NOGENT10036 generator to EU-FRA node...
INFO [2024-09-03 13:57:22] [THERMAL] - Adding FRA_NUC_FLAMANVILLE9394_PENLY10110 generator to EU-FRA node...
INFO [2024-09-03 13:57:23] [THERMAL] - Adding FRA_NUC_STALBAN10328 generator to EU-FRA node...
INFO [2024-09-03 13:57:23] [THERMAL] - Adding FRA_NUC_GRAVELINES9468 generator to EU-FRA node...
INFO [2024-09-03 13:57:23] [THERMAL] - Adding FRA_NUC_CATTENOM9106 generator to EU-FRA node...
INFO [2024-09-03 13:57:23] [THERMAL] - Adding FRA_NUC_FESSENHEIM9393 generator to EU-FRA node...
INFO [2024-09-03 13:57:24] [THERMAL] - Adding FRA_NUC_PALUEL10108 generator to EU-FRA node...
INFO [2024-09-03 13:57:24] [THERMAL] - Adding FRA_NUC_DAMPIERRE9326 generator to EU-FRA node...
INFO [2024-09-03 13:57:24] [THERMAL] - Adding FRA_NUC_BUGEY8952 generator to EU-FRA node...
INFO [2024-09-03 13:57:24] [THERMAL] - Adding FRA_NUC_CIVAUX9111 generator to EU-FRA node...
INFO [2024-09-03 13:57:25] [THERMAL] - Adding FRA_NUC_CHOOZ9110 generator to EU-FRA node...
INFO [2024-09-03 13:57:25] [THERMAL] - Adding FRA_OIL_BRENNILIS8950 generator to EU-FRA node...
INFO [2024-09-03 13:57:25] [THERMAL] - Adding FRA_OIL_DIRINON9327 generator to EU-FRA node...
INFO [2024-09-03 13:57:25] [THERMAL] - Adding FRA_OIL_ARRIGHI8823 generator to EU-FRA node...
INFO [2024-09-03 13:57:26] [THERMAL] - Adding FRA_OIL_CORDEMAIS9115 generator to EU-FRA node...
INFO [2024-09-03 13:57:26] [THERMAL] - Adding FRA_OIL_CAPACITYSCALER generator to EU-FRA node...
INFO [2024-09-03 13:57:26] [THERMAL] - Adding FRA_OIL_PORCHEVILLE10112 generator to EU-FRA node...
INFO [2024-09-03 13:57:27] [THERMAL] - Adding FRA_GEO_BOUILLANTE9046 generator to EU-FRA node...
INFO [2024-09-03 13:57:27] [THERMAL] - Adding FRA_WAV_RANCE10241 generator to EU-FRA node...
INFO [2024-09-03 13:57:27] [THERMAL] - Adding FRA_WAV_CAPACITYSCALER generator to EU-FRA node...
INFO [2024-09-03 13:57:37] [MAIN] - Done adding thermal data! (run time : 0.99min).

INFO [2024-09-03 13:57:37] [MAIN] - Fetching battery data...

INFO [2024-09-03 13:57:37] [MAIN] - Aggregating identical batteries...
INFO [2024-09-03 13:57:38] [STORAGE] - Adding CHE_CHE_SwissDualCircui104 battery to EU-CHE node...
INFO [2024-09-03 13:57:38] [STORAGE] - Adding CHE_CHE_50kW60kWhEnergy99_Passivhaus50kW1103 battery to EU-CHE node...
INFO [2024-09-03 13:57:38] [STORAGE] - Adding CHE_CHE_CKWESpeicherWer100 battery to EU-CHE node...
INFO [2024-09-03 13:57:38] [STORAGE] - Adding CHE_CHE_LausannePolytec102 battery to EU-CHE node...
INFO [2024-09-03 13:57:38] [STORAGE] - Adding CHE_CHE_EPFLLeclancheDi101 battery to EU-CHE node...
INFO [2024-09-03 13:57:39] [STORAGE] - Adding CHE_CHE_TheZurichDietik105 battery to EU-CHE node...
INFO [2024-09-03 13:57:39] [STORAGE] - Adding CHE_PHS_OvaSpinPumpedHy119 battery to EU-CHE node...
INFO [2024-09-03 13:57:39] [STORAGE] - Adding CHE_PHS_Handeck3PumpedH112 battery to EU-CHE node...
INFO [2024-09-03 13:57:39] [STORAGE] - Adding CHE_PHS_EtzelwerkPumped107 battery to EU-CHE node...
