INFO [2024-09-03 14:26:40] [MAIN] - Creating Deane_Outage__2024_09_03_14_26_40 study...

INFO [2024-09-03 14:26:40] [MAIN] - Unit commitment mode : ACCURATE
INFO [2024-09-03 14:26:40] [MAIN] - Adding nodes...

INFO [2024-09-03 14:26:44] [NODES] - Adding EU-CHE node...
INFO [2024-09-03 14:26:44] [NODES] - Adding EU-DEU node...
INFO [2024-09-03 14:26:44] [NODES] - Adding EU-FRA node...
INFO [2024-09-03 14:26:45] [MAIN] - Done adding nodes! (run time : 4.36s).

INFO [2024-09-03 14:26:45] [MAIN] - Adding districts...

INFO [2024-09-03 14:26:46] [DISTRICTS] - Creating global district...
INFO [2024-09-03 14:26:46] [DISTRICTS] - Done creating global district!
INFO [2024-09-03 14:26:46] [DISTRICTS] - Creating europe continental district...
INFO [2024-09-03 14:26:46] [DISTRICTS] - Done creating europe continental district!
INFO [2024-09-03 14:26:47] [MAIN] - Done adding districts! (run time : 1.7s).

INFO [2024-09-03 14:26:47] [MAIN] - Adding load data...

INFO [2024-09-03 14:26:51] [LOAD] - Adding EU-CHE load data...
INFO [2024-09-03 14:26:51] [LOAD] - Adding EU-DEU load data...
INFO [2024-09-03 14:26:51] [LOAD] - Adding EU-FRA load data...
INFO [2024-09-03 14:26:51] [MAIN] - Done adding load data! (run time : 4.38s).

INFO [2024-09-03 14:26:51] [MAIN] - Fetching wind data...

INFO [2024-09-03 14:26:51] [WIND] - Adding EU-CHE aggregated wind data...
INFO [2024-09-03 14:26:52] [WIND] - Adding EU-DEU aggregated wind data...
INFO [2024-09-03 14:26:52] [WIND] - Adding EU-FRA aggregated wind data...
INFO [2024-09-03 14:26:52] [MAIN] - Done adding wind data! (run time : 0.48s).

INFO [2024-09-03 14:26:52] [MAIN] - Fetching solar data...

INFO [2024-09-03 14:26:52] [SOLAR] - Adding EU-CHE aggregated solar data...
INFO [2024-09-03 14:26:52] [SOLAR] - Adding EU-DEU aggregated solar data...
INFO [2024-09-03 14:26:52] [SOLAR] - Adding EU-FRA aggregated solar data...
INFO [2024-09-03 14:26:52] [MAIN] - Done adding solar data! (run time : 0.59s).

INFO [2024-09-03 14:26:53] [MAIN] - Beginning hydro implementation...
INFO [2024-09-03 14:26:54] [HYDRO] - Initializing EU-CHE hydro parameters...
INFO [2024-09-03 14:26:55] [HYDRO] - Adding EU-CHE max power timeseries...
INFO [2024-09-03 14:26:56] [HYDRO] - Adding EU-CHE hydro profiles...
INFO [2024-09-03 14:26:57] [HYDRO] - Initializing EU-DEU hydro parameters...
INFO [2024-09-03 14:26:58] [HYDRO] - Adding EU-DEU max power timeseries...
INFO [2024-09-03 14:27:00] [HYDRO] - Adding EU-DEU hydro profiles...
INFO [2024-09-03 14:27:01] [HYDRO] - Initializing EU-FRA hydro parameters...
INFO [2024-09-03 14:27:02] [HYDRO] - Adding EU-FRA max power timeseries...
INFO [2024-09-03 14:27:03] [HYDRO] - Adding EU-FRA hydro profiles...
INFO [2024-09-03 14:27:03] [MAIN] - Done adding hydro!
INFO [2024-09-03 14:27:03] [MAIN] - Fetching thermal data...
INFO [2024-09-03 14:27:07] [MAIN] - Aggregating identical generators...
INFO [2024-09-03 14:27:08] [MAIN] - Running 15-clustering algorithm on generators...
INFO [2024-09-03 14:27:08] [MAIN] - Done running 15-clustering algorithm on generators!

INFO [2024-09-03 14:27:08] [THERMAL] - Adding CHE_GAS_CAPACITYSCALER generator to EU-CHE node...
INFO [2024-09-03 14:27:08] [THERMAL] - Adding CHE_COA_CAPACITYSCALER generator to EU-CHE node...
INFO [2024-09-03 14:27:09] [THERMAL] - Adding CHE_BIO_CAPACITYSCALER generator to EU-CHE node...
INFO [2024-09-03 14:27:09] [THERMAL] - Adding CHE_NUC_KERNKRAFTWERKB17760 generator to EU-CHE node...
INFO [2024-09-03 14:27:09] [THERMAL] - Adding CHE_NUC_KERNKRAFTWERKM17763 generator to EU-CHE node...
INFO [2024-09-03 14:27:09] [THERMAL] - Adding CHE_NUC_KERNKRAFTWERKL17762 generator to EU-CHE node...
INFO [2024-09-03 14:27:09] [THERMAL] - Adding CHE_NUC_KERNKRAFTWERKG17761 generator to EU-CHE node...
INFO [2024-09-03 14:27:09] [THERMAL] - Adding CHE_OIL_CAPACITYSCALER generator to EU-CHE node...
INFO [2024-09-03 14:27:10] [THERMAL] - Adding DEU_GAS_HKWDRESDENNOS11200_FRANKEN111114_HKWIIIB11212_TRIANE generator to EU-DEU node...
INFO [2024-09-03 14:27:10] [THERMAL] - Adding DEU_GAS_HKWFREIBERG11206_HKWSCHWARZA11229_IHKWHEIDENHEIM1131 generator to EU-DEU node...
INFO [2024-09-03 14:27:10] [THERMAL] - Adding DEU_GAS_COGENERATION11014_HKWKARCHERSTR_11215_INDUSTRIEKRAFT generator to EU-DEU node...
INFO [2024-09-03 14:27:10] [THERMAL] - Adding DEU_GAS_GUDSCHWARZHEID11175_HEIZKRAFTWERKE11283_HKWNIEDERRAD generator to EU-DEU node...
INFO [2024-09-03 14:27:10] [THERMAL] - Adding DEU_GAS_GERSTEINWERK11141_GEMEINSCHAFTSKR11138_RHEINHAFENDAM generator to EU-DEU node...
INFO [2024-09-03 14:27:10] [THERMAL] - Adding DEU_GAS_GUDHKWNEUBRAN11179_GUDBAUNATALV11170_SDDT111723_HKWB generator to EU-DEU node...
INFO [2024-09-03 14:27:11] [THERMAL] - Adding DEU_GAS_EVCGLOBALFOU11064_KRAFTWERK211393_UNTERBREIZBACH1176 generator to EU-DEU node...
INFO [2024-09-03 14:27:11] [THERMAL] - Adding DEU_GAS_KIRCHMSER11375_HEIZKRAFTWERKL11273_DOWSTADE11047_DAM generator to EU-DEU node...
INFO [2024-09-03 14:27:11] [THERMAL] - Adding DEU_GAS_HKWFENNEGRUB11205_HKWHILTROP11209_HKWSCHWERINS11231_ generator to EU-DEU node...
INFO [2024-09-03 14:27:11] [THERMAL] - Adding DEU_GAS_KESSEL211371_ERWEITERUNGENE11099_BHKWANKLINKER10911_ generator to EU-DEU node...
INFO [2024-09-03 14:27:11] [THERMAL] - Adding DEU_GAS_KWKIRCHLENGERN11345_HKWNIEHL211221_LICHTERFELDE11438 generator to EU-DEU node...
INFO [2024-09-03 14:27:12] [THERMAL] - Adding DEU_GAS_GTKWDARMSTADT11128_HEIZKRAFTWERKK11271_HEIZKRAFTWERK generator to EU-DEU node...
INFO [2024-09-03 14:27:12] [THERMAL] - Adding DEU_GAS_NATURALGASTUR11501_WERKSKRAFTWERK11804_BOCHUM10983_E generator to EU-DEU node...
INFO [2024-09-03 14:27:12] [THERMAL] - Adding DEU_GAS_HKWCHEMNITZN11199_HKWELTMANN11201_HKWWRTH11238_GUDAN generator to EU-DEU node...
INFO [2024-09-03 14:27:12] [THERMAL] - Adding DEU_GAS_INDUSTRIEPARKW11335_EMDENNATURALG11086_KOMBIHKW11388 generator to EU-DEU node...
INFO [2024-09-03 14:27:12] [THERMAL] - Adding DEU_COA_WACHTBERGPOWER11777_HASTEDTPOWERS11251_HKWWEST11234_ generator to EU-DEU node...
INFO [2024-09-03 14:27:13] [THERMAL] - Adding DEU_COA_TRIANELKOHLEKR11742_WILHELMSHAVENP11817_ALTBACHPOWER generator to EU-DEU node...
INFO [2024-09-03 14:27:13] [THERMAL] - Adding DEU_COA_BUERPOWERSTAT11001_COTTBUSCHPPOW11019_COLOGNEMERKENI generator to EU-DEU node...
INFO [2024-09-03 14:27:13] [THERMAL] - Adding DEU_COA_CHEMIEPARKMARL11011_HKWWEST11233 generator to EU-DEU node...
INFO [2024-09-03 14:27:13] [THERMAL] - Adding DEU_COA_BREMENFARGEPO10995_BUSCHHAUSPOWER11002_MODELLKRAFTWE generator to EU-DEU node...
INFO [2024-09-03 14:27:13] [THERMAL] - Adding DEU_COA_KWM11360_SCHOLVENPOWER11669_LNENPOWERST11449_BERGKAM generator to EU-DEU node...
INFO [2024-09-03 14:27:14] [THERMAL] - Adding DEU_COA_TIEFSTACKPOWER11739_FLENSBURGPOWER11111_KRAFTWERKENS generator to EU-DEU node...
INFO [2024-09-03 14:27:14] [THERMAL] - Adding DEU_COA_GKHHANNOVERPO11123_KWVOERDE11348_JANSCHWALDEPOW11338 generator to EU-DEU node...
INFO [2024-09-03 14:27:14] [THERMAL] - Adding DEU_COA_HKWI11211_GKRAFTWERK11121_KRAFTWERKN23011406 generator to EU-DEU node...
INFO [2024-09-03 14:27:14] [THERMAL] - Adding DEU_COA_KRAFTWERKWERDO11414_STUTTGARTMUENS11720_KIELPOWERSTA generator to EU-DEU node...
INFO [2024-09-03 14:27:15] [THERMAL] - Adding DEU_COA_BRAUNKOHLEKRAFT10993_HEYDENPOWERST11292_LIPPENDORFPO generator to EU-DEU node...
INFO [2024-09-03 14:27:15] [THERMAL] - Adding DEU_COA_HEIZKRAFTWERK311260_KWWEST11350_HAFENPOWERSTA11244_W generator to EU-DEU node...
